"#AUTHID","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY",Pos,Neg,Pstv,Affil,Ngtv,Hostile,Strng,Power,Weak,Subm,Actv,Psv,Pleasure,Pain,Arousal,EMOT,Feel,Virtue,Vice,Ovrst,Undrst,Acad,Doctr,Econ*,Exch,ECON,Exprs,Legal,Milit,Polit*,POLIT,Relig,Role,COLL,Work,Ritual,Intrel,Race,Kin*,MALE,Female,Nonadlt,HU,ANI,PLACE,Social,Region,Route,Aquatic,Land,Sky,Object,Tool,Food,Vehicle,Bldgpt,Natobj,Bodypt,Comnobj,Comform,COM,Say,Need,Goal,Try,Means,Ach,Persist,Complt,Fail,Natpro,Begin,Vary,Change,Incr,Decr,Finish,Stay,Rise,Move,Exert,Fetch,Travel,Fall,Think,Know,Causal,Ought,Percv,Comp,Eval,EVAL,Solve,Abs*,ABS,Qual,Quan,NUMB,ORD,CARD,FREQ,DIST,Time*,TIME,Space,POS,DIM,Dimn,Rel,COLOR,Self,Our,You,Name,Yes,No,Negate,Intrj,IAV,DAV,SV,IPadj,IndAdj,POWGAIN,POWLOSS,POWENDS,POWAREN,POWCON,POWCOOP,POWAPT,POWPT,POWDOCT,POWAUTH,POWOTH,POWTOT,RCTETH,RCTREL,RCTGAIN,RCTLOSS,RCTENDS,RCTTOT,RSPGAIN,RSPLOSS,RSPOTH,RSPTOT,AFFGAIN,AFFLOSS,AFFPT,AFFOTH,AFFTOT,WLTPT,WLTTRAN,WLTOTH,WLTTOT,WLBGAIN,WLBLOSS,WLBPHYS,WLBPSYC,WLBPT,WLBTOT,ENLGAIN,ENLLOSS,ENLENDS,ENLPT,ENLOTH,ENLTOT,SKLAS,SKLPT,SKLOTH,SKLTOT,TRNGAIN,TRNLOSS,TRANS,MEANS,ENDS,ARENAS,PARTIC,NATIONS,AUD,ANOMIE,NEGAFF,POSAFF,SURE,IF,NOT,TIMESP,FOOD,FORM
540159466df2f050426692ddaac1eab4,3.00,1.75,4.00,4.75,4.00,n,n,y,y,y,06/30/09 07:47 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,0.97,-0.08,1.59,0.21,0.08,-0.25,0.86,0.2,0.21,-0.21,0.06,-0.56,-0.22,-0.33,1.19,0.38,-0.1,2.1,-0.02,0.26,0.66,-0.26,-0.31,0.11,-0.13,-0.15,0.77,0.88,-0.17,-0.25,0.43,0.18,-0.16,1.22,0.63,-0.25,-0.15,-0.09,-0.26,0.68,-0.38,-0.24,0.26,0.49,0.35,0.24,1.28,-0.13,-0.08,-0.19,-0.16,-0.2,0.5,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,0.22,-0.07,-0.25,3.56,-0.19,-0.42,-0.12,0.47,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,0.37,0.37,-0.22,1.2,-0.25,1.2,0.44,-0.33,0.55,-0.37,0.0,-0.37,-0.29,-0.1,0.58,0.11,-0.64,-0.14,0.25,0.0,-0.25,-0.22,-0.41,0.29,-0.35,-0.25,-0.16,-0.09,-0.1,-0.23,0.17,0.02,-0.62,-0.13,0.16,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,2.12,-0.11,-0.1,-0.16,-0.28,-0.03,0.91,0.64,-0.11,-0.06,-0.28,0.52,-0.13,-0.09,0.2,0.18,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,0.01,-0.2,-0.24,-0.09,1.02,0.24,-0.16,-0.14,-0.25,-0.25,3.45,-0.28,-0.03,-0.24,-0.36,-0.15,0.93,1.55,-0.36,0.03,-0.24,0.2,-0.2,-0.36
3fe44fab3eb561ae418a22182ec75fad,4.00,3.75,3.25,2.00,3.75,y,y,n,n,n,11/18/09 04:56 AM,329,49454.7,92.22,0.03,52282,0.49,0.17,-0.66,-0.49,-0.65,-0.36,-0.39,-0.25,-0.64,2.66,-0.51,-0.21,-0.37,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,-0.36,-0.56,-0.6,-0.26,-0.31,-0.3,-0.13,1.08,-0.3,5.67,-0.17,-0.25,1.15,-0.32,1.23,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,0.91,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,-0.42,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,-0.57,-0.25,-0.45,-0.49,-0.33,-0.49,-0.37,0.0,-0.37,-0.29,-0.1,-0.57,-0.44,-0.83,-0.14,-0.26,0.0,-0.25,-0.22,-0.75,-0.35,-0.35,-0.25,-0.16,-0.09,-0.62,-0.23,-0.4,-0.53,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,12.51,-0.11,-0.1,-0.16,-0.28,1.48,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.28,-0.24,-0.36,-0.15,-0.36,-0.34,-0.36,-0.47,-0.54,-0.62,-0.2,-0.36
e4a9de8d77c21c3f704fdb0055cdde43,2.95,3.15,3.90,4.00,3.90,n,y,y,y,y,06/15/09 11:54 PM,802,313912,97.98,0.01,318280,0.5,0.04,0.27,0.33,0.63,0.78,0.08,0.47,1.24,0.75,0.93,-0.21,0.06,2.95,-0.22,-0.33,-0.25,-0.35,-0.1,0.34,0.32,0.53,1.92,-0.26,-0.31,-0.3,-0.13,-0.43,0.77,-0.18,-0.17,1.45,-0.43,0.68,0.77,-0.26,-0.25,-0.25,0.73,-0.09,-0.26,1.2,1.31,-0.24,0.52,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,0.42,0.36,0.0,-0.15,-0.16,-0.13,1.89,-0.07,1.72,-0.18,-0.19,0.82,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,11.36,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,4.19,1.55,-0.22,0.32,-0.25,-0.45,0.25,-0.33,1.18,3.97,0.0,3.97,2.08,-0.1,-0.06,0.3,0.87,-0.14,-0.26,0.0,-0.25,-0.22,0.93,0.93,0.88,-0.25,-0.16,-0.09,0.94,-0.23,0.75,3.8,0.03,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,12.14,-0.06,1.02,1.42,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,9.62,-0.42,-0.23,-0.2,0.22,1.45,-0.14,-0.09,-0.08,0.55,0.9,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,5.2,-0.25,-0.3,-0.28,0.22,-0.24,1.48,-0.15,-0.36,1.55,-0.36,1.52,1.24,0.61,-0.2,1.47
a286b7286b1247d4a7851709e9f31e1e,4.25,3.00,3.25,3.50,4.00,y,y,n,y,y,02/08/10 06:28 PM,539,138337,95.77,0.02,142460,0.49,0.13,-0.66,0.12,-0.65,-0.36,0.31,-0.25,-0.64,-0.34,0.57,-0.21,0.92,-0.56,-0.22,-0.33,-0.25,1.82,-0.1,-0.55,0.66,-0.56,-0.6,-0.26,3.06,0.94,-0.13,0.39,-0.3,-0.18,-0.17,-0.25,0.43,-0.32,-0.47,-0.26,2.37,-0.25,-0.15,-0.09,-0.26,0.42,-0.38,-0.24,-0.53,-0.2,0.35,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,-0.42,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,0.76,-0.25,-0.45,-0.49,-0.33,-0.49,-0.37,0.0,-0.37,-0.29,-0.1,-0.57,-0.44,0.58,-0.14,-0.26,0.0,-0.25,-0.22,0.26,-0.35,0.57,-0.25,-0.16,-0.09,0.16,-0.23,-0.4,1.1,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,0.95,0.85,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,3.94,-0.28,-0.24,0.56,-0.15,-0.36,-0.34,-0.36,-0.47,0.35,-0.32,-0.2,-0.36
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.80,y,n,y,y,y,06/21/09 11:56 PM,376,68180.7,97.23,0.02,69300,0.49,0.08,-0.66,-0.49,-0.65,-0.36,-0.39,-0.25,-0.64,-0.34,-0.51,-0.21,-0.37,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,-0.36,-0.56,-0.6,-0.26,-0.31,-0.3,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,-0.47,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,-0.53,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,-0.42,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,-0.57,-0.25,-0.45,-0.49,-0.33,-0.49,-0.37,0.0,-0.37,-0.29,-0.1,-0.57,-0.44,-0.83,-0.14,-0.26,0.0,-0.25,-0.22,-0.75,-0.35,-0.35,-0.25,-0.16,-0.09,-0.62,-0.23,-0.4,-0.53,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.28,-0.24,-0.36,-0.15,-0.36,-0.34,-0.36,-0.47,-0.54,-0.62,-0.2,-0.36
b98b995372448f015357638c8eb6add1,3.25,1.95,3.80,4.25,4.30,n,n,y,y,y,07/04/09 05:04 AM,486,115531,98.43,0.01,116816,0.5,0.03,-0.66,-0.49,-0.65,-0.36,-0.39,-0.25,-0.64,-0.34,-0.51,-0.21,-0.37,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,-0.36,-0.56,-0.6,-0.26,-0.31,-0.3,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,-0.47,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,-0.53,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.07,-0.37,-0.33,-0.12,-0.29,1.8,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,1.43,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,-0.57,-0.25,-0.45,0.06,0.41,-0.49,-0.37,0.0,-0.37,-0.29,-0.1,-0.19,0.11,-0.69,-0.14,-0.26,0.0,-0.25,-0.22,-0.62,-0.35,-0.35,-0.25,-0.16,-0.09,-0.23,-0.23,-0.4,0.29,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,7.17,0.2,-0.23,-0.2,0.57,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.28,-0.24,-0.36,-0.15,-0.36,-0.34,-0.36,-0.47,-0.09,-0.16,-0.2,-0.36
f6cb2eff458f065858363e86515beaab,1.33,2.58,2.50,3.83,3.50,n,n,n,y,n,08/09/09 11:46 AM,85,2972.73,85.28,0.1,3201,0.46,0.37,0.85,0.74,1.43,0.35,0.66,0.47,1.05,-0.07,0.75,0.75,0.27,1.85,0.17,0.37,1.19,0.74,-0.1,0.78,0.99,1.49,2.08,0.01,0.26,0.11,-0.13,0.12,-0.03,-0.18,-0.17,1.03,0.86,-0.32,0.77,-0.01,-0.25,-0.25,-0.15,-0.09,0.07,0.29,-0.38,-0.24,0.65,-0.2,0.35,-0.35,0.54,-0.13,0.39,0.6,-0.16,-0.07,0.5,0.04,-0.12,-0.29,-0.28,-0.22,-0.18,-0.13,-0.17,0.0,-0.15,1.83,3.12,0.5,-0.07,1.23,-0.18,1.33,-0.11,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,1.31,-0.15,0.43,2.66,-0.07,0.22,0.32,1.28,3.28,0.53,-0.08,-0.08,-0.37,0.0,-0.37,1.49,-0.1,0.01,-0.26,0.21,2.64,-0.26,0.0,-0.25,-0.22,0.09,0.77,0.73,0.01,0.66,-0.09,1.72,0.47,0.61,0.56,0.68,-0.13,0.41,-0.15,-0.08,-0.12,-0.21,0.14,-0.17,-0.18,1.11,-0.1,-0.16,0.11,0.14,-0.17,-0.19,-0.11,-0.06,0.37,0.08,-0.13,-0.09,-0.08,-0.1,-0.06,0.0,0.7,0.2,0.62,-0.16,-0.15,-0.05,-0.1,-0.1,-0.19,0.2,0.59,2.29,0.57,0.54,-0.14,13.12,-0.08,1.64,1.81,-0.24,-0.09,4.34,1.71,-0.16,-0.14,1.8,0.59,1.58,2.54,0.59,-0.02,1.02,-0.15,0.28,-0.34,1.63,0.53,1.39,0.1,-0.2,0.1
527ed53d2ba3a3bc417b8402d5b2f556,3.35,2.75,2.85,3.10,4.15,n,n,n,n,y,07/29/09 04:32 PM,789,303058,97.74,0.01,307565,0.5,0.07,-0.66,2.57,-0.65,1.07,3.1,-0.25,0.3,-0.34,1.28,-0.21,-0.37,1.63,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,3.03,2.17,-0.6,-0.26,-0.31,-0.3,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,-0.47,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,-0.53,3.25,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,2.67,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,7.05,-0.15,-0.27,-0.4,-0.22,-0.22,3.85,-0.25,-0.45,0.44,-0.33,0.55,-0.37,0.0,-0.37,-0.29,-0.1,0.71,0.48,1.06,-0.14,2.3,0.0,-0.25,-0.22,0.93,6.04,1.19,-0.25,-0.16,-0.09,0.68,-0.23,1.04,-0.53,2.63,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.28,-0.24,1.17,-0.15,6.1,-0.34,-0.36,4.52,-0.54,0.92,-0.2,-0.36
ce1a957dabf068478d322a56c0dfaf41,3.75,2.00,4.50,4.00,3.75,y,n,y,y,n,06/18/09 07:20 AM,1350,895790,98.52,0.01,904309,0.5,0.05,-0.66,-0.49,-0.65,-0.36,-0.39,-0.25,-0.64,-0.34,-0.51,-0.21,-0.37,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,-0.36,-0.56,-0.6,-0.26,-0.31,-0.3,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,-0.47,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,-0.53,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,-0.42,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,-0.57,-0.25,-0.45,-0.49,-0.33,-0.49,-0.37,0.0,-0.37,-0.29,-0.1,-0.57,-0.44,-0.83,-0.14,-0.26,0.0,-0.25,-0.22,-0.75,-0.35,-0.35,-0.25,-0.16,-0.09,-0.62,-0.23,-0.4,-0.53,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.28,-0.24,-0.36,-0.15,-0.36,-0.34,-0.36,-0.47,-0.54,-0.62,-0.2,-0.36
711d198ce5dcc873c3b1fd1468e84d2f,2.35,2.15,4.25,3.90,3.65,n,n,y,y,n,10/22/09 03:15 AM,213,20225.1,90.43,0.07,21100,0.47,0.44,-0.66,-0.08,-0.65,0.21,-0.16,0.47,0.3,-0.34,0.21,0.27,0.06,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,-0.02,-0.29,0.66,-0.26,-0.31,0.11,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,0.46,-0.26,-0.25,-0.25,-0.15,-0.09,0.41,-0.36,2.16,2.75,0.26,0.49,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,0.05,0.5,-0.33,-0.12,-0.29,1.11,1.43,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,0.78,-0.07,-0.25,-0.18,-0.19,0.2,-0.12,0.47,-0.06,-0.14,-0.16,8.39,-0.08,-0.06,0.0,2.68,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,0.37,0.66,-0.12,-0.25,-0.45,-0.49,1.65,0.97,1.8,0.0,1.8,-0.29,-0.1,-0.32,-0.44,-0.17,-0.14,-0.26,0.0,-0.25,0.5,0.76,0.29,0.88,-0.25,-0.16,-0.09,0.42,-0.23,0.17,-0.53,0.68,-0.13,0.16,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,0.37,-0.42,-0.05,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.01,-0.23,4.78,0.22,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.03,-0.24,0.86,-0.15,-0.36,-0.34,0.44,1.03,0.05,-0.32,-0.2,-0.36
4b8c9b247d45495cdb1ebf755fcec1f6,3.75,2.50,4.00,4.75,4.50,y,n,y,y,y,06/17/09 06:09 AM,289,39253.6,94.98,0.03,40499,0.49,0.13,0.97,-0.49,1.59,-0.36,-0.39,-0.25,-0.64,-0.34,-0.51,-0.21,-0.37,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,2.55,-0.36,1.35,-0.6,-0.26,-0.31,-0.3,-0.13,-0.43,3.46,-0.18,-0.17,-0.25,-0.43,3.16,-0.47,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,-0.53,-0.2,1.38,-0.35,-0.19,-0.13,-0.08,-0.19,3.86,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,2.28,2.11,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,-0.42,-0.12,-0.14,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,5.62,-0.25,-0.45,-0.49,-0.33,-0.49,-0.37,0.0,-0.37,-0.29,-0.1,1.23,-0.44,-0.17,-0.14,-0.26,0.0,-0.25,-0.22,-0.16,-0.35,-0.35,-0.25,11.34,-0.09,-0.62,9.59,-0.4,-0.53,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,-0.08,-0.54,-0.56,11.9,-0.09,-0.31,7.88,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,-0.28,-0.24,-0.36,-0.15,-0.36,-0.34,-0.36,3.02,-0.54,1.54,-0.2,6.04
d177a27cdcf11df2e6e09de9620e9c5e,3.05,2.20,3.95,2.95,4.00,n,n,y,n,y,08/18/09 01:15 AM,367,46193.6,69.16,0.06,62940,0.47,0.33,1.43,0.12,1.27,1.36,0.31,-0.25,1.05,-0.34,0.57,-0.21,0.27,2.07,-0.22,3.89,-0.25,-0.35,-0.1,0.78,-0.36,0.26,0.34,2.97,6.43,-0.3,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,1.39,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,0.42,-0.38,-0.24,1.04,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,0.79,0.71,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,3.29,-0.12,1.7,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,13.82,-0.44,-0.15,-0.27,1.9,0.66,-0.22,0.76,-0.25,-0.45,0.06,1.16,0.76,-0.37,0.0,-0.37,-0.29,-0.1,0.58,0.11,2.56,-0.14,1.27,0.0,-0.25,-0.22,0.26,0.61,-0.35,-0.25,-0.16,-0.09,0.94,3.98,1.33,1.1,-0.62,-0.13,1.16,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,1.69,-0.42,0.84,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,2.22,-0.2,0.57,-0.36,-0.14,-0.09,-0.08,4.36,2.73,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,3.84,-0.25,-0.3,-0.28,0.47,-0.24,-0.36,-0.15,-0.36,2.49,-0.36,-0.47,1.24,1.54,-0.2,2.38
1c10cc0852579d2fa000e3fc3327bb98,2.60,2.65,2.10,2.20,3.50,n,n,n,n,n,08/20/09 07:30 AM,139,9100.53,96.27,0.04,9251,0.49,0.11,-0.66,-0.49,-0.65,-0.36,-0.39,-0.25,-0.64,-0.34,8.45,11.72,-0.37,-0.56,-0.22,-0.33,-0.25,-0.35,-0.1,-0.55,-0.36,-0.56,7.29,13.21,-0.31,-0.3,-0.13,-0.43,-0.3,-0.18,-0.17,-0.25,-0.43,-0.32,7.24,-0.26,-0.25,-0.25,-0.15,-0.09,-0.26,-0.36,-0.38,-0.24,6.02,-0.2,-0.42,-0.35,-0.19,-0.13,-0.08,-0.19,-0.16,-0.45,-0.37,-0.33,-0.12,-0.29,-0.28,-0.22,-0.18,-0.32,-0.34,0.0,-0.15,-0.16,-0.13,-0.33,-0.07,-0.25,-0.18,-0.19,-0.42,-0.12,15.25,-0.06,-0.14,-0.16,-0.1,-0.08,-0.06,0.0,-0.21,-0.17,-0.14,0.0,-0.12,-0.44,-0.15,-0.27,-0.4,-0.22,-0.22,-0.57,-0.25,-0.45,-0.49,12.01,4.73,-0.37,0.0,-0.37,-0.29,-0.1,-0.57,-0.44,-0.83,-0.14,12.54,0.0,-0.25,-0.22,1.35,-0.35,-0.35,-0.25,-0.16,-0.09,-0.62,-0.23,6.83,-0.53,-0.62,-0.13,-0.34,-0.15,-0.08,-0.12,-0.21,-0.09,-0.17,-0.18,-0.11,-0.1,-0.16,-0.28,-0.37,-0.17,-0.19,-0.11,-0.06,-0.28,-0.37,-0.13,-0.09,-0.37,-0.37,-0.06,0.0,-0.29,-0.42,-0.5,-0.16,-0.15,-0.24,-0.29,-0.1,-0.19,-0.42,-0.23,-0.2,-0.49,-0.36,-0.14,-0.09,15.61,-0.54,8.57,-0.24,-0.09,-0.31,-0.35,-0.16,-0.14,-0.25,-0.25,-0.3,-0.28,5.97,-0.24,-0.36,-0.15,-0.36,-0.34,-0.36,-0.47,-0.54,-0.62,-0.2,-0.36
